,mpID,Chemical Formula,no. of elements,Total no. of atoms,Space Group,Space Group Number,Shear_Modulus,Bulk_Modulus,density,band-gap,stability,icsd_ID,v_L,v_T,v
1323,2501,B2Mo4,2,6,I4/mcm,140,141.0,293.0,9.106682930889187,0.0,0.018219405000001743,,7267.268582248705,3934.8614798879316,4391.066387473212
1324,2507,Ga4S4,2,8,P6_3/mmc,194,10.0,16.0,3.4058068056752497,1.8829000000000002,0,,2934.5804975028113,1713.5232261874623,1900.421386258168
1325,2509,Th1Rh3,2,4,Pm-3m,221,70.0,166.0,12.677612257417884,0.0,0,,4522.628343796144,2349.796689421229,2629.756288820518
1326,2510,Zr1Hg1,2,2,P4/mmm,123,24.0,102.0,11.18802716636815,0.0,0,,3460.6898457624834,1464.6331673785805,1655.923963217767
1327,2512,As2Pd10,2,12,C2/m,12,44.0,151.0,10.778529282052965,0.0,0,,4410.316447431691,2020.4429185579866,2276.913181980735
1328,2513,As8Pt4,2,12,Pa-3,205,83.0,137.0,10.273813094195754,0.11760000000000037,0,,4909.572645194953,2842.321602834455,3154.753988538135
1329,2515,Cr1Pt3,2,4,Pm-3m,221,97.0,231.0,17.544104801185995,0.0,0.04995505166666625,,4531.7623530592045,2351.3661434730716,2631.7450886349975
1330,2516,Y1Zn1,2,2,Pm-3m,221,29.0,60.0,5.5594146906797945,0.0,0,,4212.592181599589,2283.938806907759,2548.487622972897
1331,2517,Ca8Si4,2,12,Pnma,62,22.0,37.0,2.1651876217067776,0.2911999999999999,0,,5534.700636174391,3187.5981978580025,3539.601074491933
1332,2520,Tm1Sb1,2,2,Fm-3m,225,37.0,61.0,8.353306394889703,0.0,0,,3634.1252336397897,2104.6101295420485,2335.8844441078018
1333,2524,Nd1Ga2,2,3,P6/mmm,191,55.0,68.0,6.886526776996525,0.0,0,,4529.956286796812,2826.0590004427154,3113.801745356847
1334,2525,Pr1Ag1,2,2,Pm-3m,221,15.0,51.0,7.5497784642050645,0.0,0,,3066.5268925830965,1409.543637116132,1588.2225512819798
1335,2529,Pr2Rh4,2,6,Fd-3m,227,50.0,131.0,10.067428190572814,0.0,0,,4430.871335345925,2228.5671877222603,2499.1609676345943
1336,2532,Pr1Te1,2,2,Fm-3m,225,19.0,56.0,6.753800424736389,0.0,0,,3470.110182041932,1677.2688791593043,1885.1616279944674
1337,2533,Nb2O4,2,6,P4_2/mnm,136,96.0,235.0,5.647407356230454,0.0,0.027541098333333736,,8016.958059767047,4122.978393843654,4617.24552342942
1338,2534,Ga1As1,2,2,F-43m,216,41.0,61.0,5.053200543137377,0.18610000000000015,0,,4784.044208966426,2848.450398604221,3153.4148191147906
1339,2536,Ni4B2,2,6,I4/mcm,140,100.0,250.0,8.108395460138938,0.0,0,,6875.462991197897,3511.8223551963088,3934.520617050037
1340,2540,V1Tc1,2,2,Pm-3m,221,125.0,254.0,8.926404379123062,0.0,0,,6864.505577401131,3742.111537413888,4173.864656825769
1341,2542,Be2O2,2,4,P6_3mc,186,156.0,208.0,2.967498715746272,7.4597999999999995,0,,11839.251610195213,7250.484514794762,8004.35580423282
1342,2547,Yb1Pd1,2,2,Pm-3m,221,15.0,53.0,11.272996772460615,0.0,0,,2544.6430199357897,1153.5221497678558,1300.5667945266841
1343,2551,Dy1Co5,2,6,P6/mmm,191,34.0,136.0,9.172468188994399,0.0,0,,4446.129860650888,1925.2908702039244,2174.865003022123
1344,2552,Te2O6,2,8,R-3c,167,96.0,90.0,5.995793451476154,1.1504999999999992,0.02012907124999952,,6029.385301830424,4001.4029205660754,4376.8599719668255
1345,2553,Hf1Be2,2,3,P6/mmm,191,103.0,128.0,8.279819421007897,0.0,0.012748256000000957,,5660.533616803033,3527.022090762626,3886.6540678327015
1346,2554,Al3V1,2,4,I4/mmm,139,100.0,120.0,3.7146572185084423,0.0,0,,8257.683302473186,5188.485745989683,5712.313834042349
1347,2557,Zr4Al2,2,6,P6_3/mmc,194,53.0,103.0,5.595349660758786,0.0,0.014080509333332714,,5570.863632932807,3077.6860718404328,3429.2855167955595
1348,2558,Sm1Mg1,2,2,Pm-3m,221,22.0,44.0,5.096571152468644,0.0,0,,3793.0620856520236,2077.649551403968,2316.527298257937
1349,2560,Ti3Hg1,2,4,Pm-3m,221,49.0,117.0,8.054964437291279,0.0,0.0708475325000002,,4757.532560933218,2466.415416648126,2760.6657470347336
1350,2563,Ce1Se1,2,2,Fm-3m,225,45.0,55.0,6.992020190421787,0.0,0,,4055.265173115106,2536.9091802486664,2794.3733400794918
1351,2564,Sr1Mg1,2,2,Pm-3m,221,11.0,19.0,2.516151726932363,0.0,0.022954600833331895,,3657.6992691087257,2090.8743242881505,2323.2669362304646
1352,2567,V6Si2,2,8,Pm-3n,223,74.0,196.0,5.778142097471409,0.0,0,,7140.9043838481975,3578.6708098575923,4014.0572317734527
1353,2572,Sr4Mg8,2,12,P6_3/mmc,194,16.0,26.0,2.4034101499105307,0.0,0.0123011325000002,,4437.569119687468,2580.1564814098247,2862.673685559861
1354,2573,Np1Al3,2,4,Pm-3m,221,57.0,60.0,6.8338350350142045,0.0,0.0009426762500002184,,4460.739581698115,2888.053155911165,3168.7036110406307
1355,2574,Zr2O4,2,6,P4_2/nmc,137,48.0,169.0,5.799508103898066,3.8855999999999997,0.03624075250000125,,6338.222324648713,2876.9018060493427,3243.4473852483184
1356,2577,Mn3Rh1,2,4,Pm-3m,221,133.0,114.0,9.484167359068307,0.0,0.1571992101724149,,5541.947889099781,3744.7792008814295,4086.5331604462435
1357,2578,Ni1Te2,2,3,P-3m1,164,23.0,49.0,7.55013204097662,0.0,0,,3248.180476471845,1745.3665344191145,1948.8039782233177
1358,2580,Nb2B2,2,4,Cmcm,63,197.0,264.0,7.429359322072585,0.0,0,,8419.090112555603,5149.409516566793,5685.562009641467
1359,2582,Ti2Si4,2,6,Fddd,70,111.0,143.0,4.061412556468067,0.0,0.007505519999996935,,8464.09110560493,5227.847805653437,5766.293854950698
1360,2583,Ti1Rh1,2,2,P4/mmm,123,49.0,190.0,8.321025415894498,0.0,0,,5539.256068113145,2426.6638234499374,2739.9677355796302
1361,2588,Y3Co9,2,12,R-3m,166,40.0,152.0,7.54113544391052,0.0,0.023142317916668098,,5217.918089007379,2303.093794321313,2599.648725580461
1362,2589,Mg4O8,2,12,Pa-3,205,85.0,129.0,3.182351539675971,3.7324,0.018967442083328123,,8725.837315647545,5168.1532906602915,5724.326926480854
1363,2592,Si2Mo1,2,3,I4/mmm,139,177.0,207.0,6.190200009030292,0.0,0,,8459.030680326134,5347.296827773491,5883.192028242887
1364,2593,Al1Ni3,2,4,Pm-3m,221,85.0,177.0,7.466731533637504,0.0,0,,6235.366561699356,3373.993134839568,3765.3472078386635
1365,2596,Np1N1,2,2,Fm-3m,225,80.0,145.0,14.446506718725635,0.0,0,,4173.576864727946,2353.225639306039,2617.789760443017
1366,2597,In1Te1,2,2,Fm-3m,225,15.0,84.0,6.488053368677436,0.0,0.024610091710526305,,4003.584717899751,1520.5069960651279,1724.9389649619313
1367,2598,Ta5Sb4,2,9,I4/m,87,60.0,107.0,12.044593643409383,0.0,0,,3940.047898246544,2231.924754101734,2481.8942898299556
1368,2600,Ba1Te1,2,2,Pm-3m,221,14.0,33.0,5.680578015075559,0.8105000000000002,0.16979912499999994,,3015.7083827733854,1569.8846878304712,1756.7009579633996
1369,2602,Nd1As1,2,2,Fm-3m,225,45.0,68.0,6.584700575929912,0.0,0,,4408.709882498764,2614.1965747413933,2895.2115679069984
1370,2604,Mg4Te8,2,12,Pa-3,205,22.0,38.0,5.167636982524025,1.1161999999999992,0.00560644583333314,,3609.486381423986,2063.3140790238167,2292.643476371026
1371,2605,Ca1O1,2,2,Fm-3m,225,74.0,105.0,3.2866879118404047,3.6301000000000005,0,,7871.444597900316,4745.004472416188,5246.719777283132
1372,2606,Ba1Pd5,2,6,P6/mmm,191,40.0,99.0,9.23461130559211,0.0,0,,4061.338194139117,2081.2329141785613,2331.2604886668437
1373,2611,Ba2Ge4,2,6,I4_1/amd,141,22.0,36.0,5.404477012561115,0.0,0.025151524583333362,,3476.691824263507,2017.597371497492,2238.8995918223072
1374,2612,Ge1Te1,2,2,Fm-3m,225,37.0,39.0,6.131196599193034,0.4144999999999994,0.02030870000000018,,3795.415857159486,2456.564892632213,2695.380844895835
1375,2614,Hf1Al3,2,4,I4/mmm,139,83.0,107.0,6.195578086603969,0.0,0.008739083750000098,,5926.897865321617,3660.1436344192903,4037.1932978855098
1376,2618,Dy1Ag2,2,3,I4/mmm,139,30.0,74.0,9.622810967183137,0.0,0,,3441.774396932301,1765.6704553917355,1977.6513536089728
1377,2619,Fe2Sb2,2,4,P6_3/mmc,194,54.0,94.0,8.417664387802077,0.0,0.10741449375000123,,4440.528823726701,2532.8010449350186,2814.8383809317775
1378,2620,Dy2Si2,2,4,Cmcm,63,64.0,92.0,7.30870899964089,0.0,0,,4925.481916870817,2959.1682029142808,3273.1393086246217
1379,2624,Al1Sb1,2,2,F-43m,216,30.0,49.0,4.078412203946489,1.2272999999999996,0,,4671.163239954841,2712.158513620131,3009.50750100646
1380,2627,Dy1As1,2,2,Fm-3m,225,52.0,76.0,7.97396792435098,0.0,0,,4268.934342302497,2553.6679721353057,2825.80185536705
1381,2630,Sr1C2,2,3,I4/mmm,139,8.0,48.0,3.1901546889340526,1.6742,0.06164000518518531,,4288.248702217048,1583.5767701283853,1797.7785815804261
1382,2633,Ge4O8,2,12,Pa-3,205,149.0,236.0,6.4193581412979865,0.7801,0.22463218666666673,,8228.25139060023,4817.784068938116,5341.934719493846
1383,2634,Nb1N1,2,2,P-6m2,187,211.0,313.0,7.9841872046568305,0.0,0,,8627.281917347664,5140.742753670099,5690.70369072895
1384,2637,Y1Se1,2,2,Fm-3m,225,17.0,86.0,5.766919492636736,0.0,0,,4340.75130458454,1716.9297123497504,1945.5317128942097
1385,2639,Na3N1,2,4,Pm-3m,221,10.0,5.0,1.2889318487400947,0.0,0.26496947749999844,,3771.084422622717,2785.3836533440535,2999.233008499841
1386,2640,Tb1As1,2,2,Fm-3m,225,52.0,77.0,7.743422171274098,0.0,0,,4346.8979151100975,2591.4044666428426,2868.5061822243883
1387,2642,Cd1Ag1,2,2,Pm-3m,221,9.0,80.0,9.349311218819777,0.0,4.870789473687687e-05,,3136.8736367409088,981.1410494995226,1117.456084828829
1388,2643,Ti3Cu4,2,7,I4/mmm,139,61.0,132.0,6.748300335520562,0.0,0,,5622.26692383657,3006.5450529602635,3358.1392101827555
1389,2644,Co2Sb2,2,4,P6_3/mmc,194,69.0,137.0,8.868028571441751,0.0,0,,5081.388363288552,2789.401329295729,3109.596658467635
1390,2646,Mg3Sb2,2,5,P-3m1,164,18.0,42.0,3.936735621095014,0.09640000000000004,0,,4094.3418571192706,2138.2974970557248,2392.2423634642655
1391,2647,Al2Au1,2,3,Fm-3m,225,33.0,105.0,7.476904825507551,0.0,0,,4463.917672523853,2100.8548309282696,2364.492377798621
1392,2648,Nb1S2,2,3,Fmm2,42,8.0,13.0,2.3263117223069583,0.0,0.006772368333339607,,3189.4083270859664,1854.4325384103292,2057.4857707798524
1393,2649,Zr10Sb6,2,16,P6_3/mcm,193,4.0,105.0,7.484025769003883,0.0,0.00862832531250124,,3839.574584640338,731.0757165026306,835.9121164754827
1394,2652,Y16O24,2,40,Ia-3,206,62.0,138.0,4.892007785258669,4.055999999999999,0,,6715.903691951063,3560.0186652482025,3978.7851260163493
1395,2653,B2N2,2,4,P6_3mc,186,383.0,373.0,3.452005153754451,5.229199999999999,0.09466673250000035,,15998.421859626806,10533.280978239476,11533.197766449402
1396,2654,Al12S18,2,30,P6_1,169,22.0,33.0,2.2877924833959473,2.817,0,,5219.4688889666695,3101.008995291347,3433.718069992611
1397,2657,Ti2O4,2,6,P4_2/mnm,136,110.0,209.0,4.125562427047443,1.7809999999999997,0.03720613916666515,,9284.48060458561,5163.625787207508,5750.516735330753
1398,2658,Al1Fe1,2,2,Pm-3m,221,95.0,175.0,5.791723402212627,0.0,0,,7216.671887151485,4050.0267919794846,4507.08070996561
1399,2659,Li1N3,2,4,C2/m,12,15.0,35.0,1.7901059598344002,3.6497,0,,5542.710988848886,2894.7179908171447,3238.4955771945097
1400,2661,Sr2Si2,2,4,Cmcm,63,33.0,49.0,3.451941577209373,0.0,0,,5190.199724087012,3091.8986633227687,3422.756006077436
1401,2662,Mn4P4,2,8,Pnma,62,130.0,186.0,5.958478602644805,0.0,0,,7765.239818573942,4670.936724580935,5165.912761802878
1402,2663,Nb6Pt2,2,8,Pm-3n,223,80.0,207.0,11.150477248082113,0.0,0,,5303.578417937811,2678.540797196978,3003.0247439072973
1403,2664,Ti1O1,2,2,Fm-3m,225,65.0,224.0,5.375278723134439,0.0,0.2736125299999994,,7602.066942844711,3477.4122848698066,3919.096208995839
1404,2665,Pr2Ru4,2,6,Fd-3m,227,11.0,143.0,9.941107022335173,0.0,0,,3982.4242002293777,1051.9109305330783,1200.4614516404968
1405,2666,Cr2Sb4,2,6,I4/mcm,140,33.0,85.0,7.982512771002684,0.0,0.24074669500000034,,4019.819262180923,2033.2330426197282,2279.335769914436
1406,2667,Cs1Au1,2,2,Pm-3m,221,6.0,10.0,6.514133746765363,1.0239,0,,1662.201952664517,959.7260644142111,1065.472686200718
1407,2670,Nb6Ga2,2,8,Pm-3n,223,43.0,165.0,8.28234798694847,0.0,0.05488186187499977,,5180.975675876423,2278.5443750730765,2572.319166762353
1408,2672,K4O4,2,8,Cmce,64,15.0,32.0,2.3121325105961343,2.3476,0,,4742.140653092967,2547.0605501281166,2844.0278841502445
1409,2673,Yb1Pb1,2,2,P4/mmm,123,22.0,38.0,10.843492369664697,0.0,0,,2491.763485053743,1424.3829002287405,1582.697568617554
1410,2674,Y2Pt4,2,6,Fd-3m,227,73.0,162.0,13.9021428635828,0.0,0,,4318.84802076576,2291.503666531084,2560.888519540687
1411,2675,Mg8Ni16,2,24,P6_3/mmc,194,61.0,127.0,6.032501387923254,0.0,0,,5876.37458076272,3179.9200589813418,3548.7486213384877
1412,2676,Ta2Be4,2,6,Fd-3m,227,118.0,168.0,9.52101357098922,0.0,0.03539793992063611,,5845.160413174622,3520.4599788924615,3893.0326411199726
1413,2677,Sc1Pd3,2,4,Pm-3m,221,52.0,155.0,9.333919335059685,0.0,0,,4902.27990329613,2360.3132813754137,2653.4154954563883
1414,2678,V1Pt1,2,2,P4/mmm,123,141.0,243.0,14.2590533538133,0.0,0,,5497.555306455942,3144.591305528045,3493.911559681678
1415,2680,La1B6,2,7,Pm-3m,221,130.0,174.0,4.717521387319612,0.0,0,,8580.037781779198,5249.461286777184,5795.848434661458
1416,2682,Sb8Rh4,2,12,P2_1/c,14,58.0,104.0,8.478685602482015,0.0,0,,4624.35752770734,2615.4699282086503,2908.7739391451655
1417,2684,Tb1Ga2,2,3,P6/mmm,191,54.0,77.0,7.760867456775607,0.0,0,,4381.388528689873,2637.7992879661397,2917.0737507638682
1418,2685,Hg1Pd1,2,2,P4/mmm,123,35.0,115.0,14.013890566853966,0.0,0,,3396.3716730507845,1580.355023487853,1779.6612724508718
1419,2686,Ca2N1,2,3,R-3m,166,15.0,35.0,2.1616828432001336,0.0,0,,5043.890100935824,2634.205436339322,2947.0444755288895
1420,2688,Ho1Ga3,2,4,Pm-3m,221,37.0,66.0,8.016541025756545,0.0,0,,3792.806530725035,2148.361457241772,2388.986513174087
1421,2689,Th1Fe5,2,6,P6/mmm,191,44.0,80.0,9.426560397997275,0.0,0.18813723895833334,,3835.186094112814,2160.477317071417,2403.5496552448594
1422,2691,Cd1Se1,2,2,F-43m,216,15.0,45.0,5.300489254129418,3.5799000000000003,0,,3501.724662108846,1682.2388185690254,1891.3598061473465
1423,2693,Sn1Se1,2,2,Fm-3m,225,29.0,50.0,5.884042479675436,0.1142000000000003,0,,3881.670043797574,2220.041532128077,2466.682529941507
1424,2694,La2Al4,2,6,Fd-3m,227,42.0,55.0,4.744791166835368,0.0,0,,4836.4371502400445,2975.199510783293,3283.0205154109744
1425,2695,Sb4Os2,2,6,Pnnm,58,87.0,129.0,10.884044396110088,0.38010000000000055,0,,4744.191217564917,2827.2517008431837,3129.6787029388015
1426,2696,Mg1Ag1,2,2,Pm-3m,221,30.0,65.0,5.915481882890498,0.0,0,,4212.8782028284395,2251.9853609789575,2515.40884491656
1427,2697,Sr1O2,2,3,I4/mmm,139,38.0,71.0,4.561600937557569,2.8588999999999998,0,,5164.217820120206,2886.244734971608,3213.0338880897184
1428,2698,Y2Cu4,2,6,Imma,74,22.0,80.0,6.706394917434833,0.0,0,,4037.5430616305366,1811.2015384624792,2043.0215929268754
1429,2699,Ca2Si4,2,6,R-3m,166,40.0,61.0,2.4258733047687566,0.0,0.006961826666667115,,6864.786741895735,4060.6535535444336,4498.187276574687
1430,2700,Ca1Si2,2,3,R-3m,166,47.0,63.0,2.3621479377754766,0.0,0,,7293.38984437092,4460.621592061644,4925.088670413566
1431,2701,Nb2N2,2,4,P6_3/mmc,194,189.0,315.0,8.11398689610699,0.0,0.04022111249999938,,8358.921556166853,4826.2937454666,5358.074839258699
1432,2705,V1Pt3,2,4,I4/mmm,139,111.0,241.0,17.56594293766046,0.0,0,,4705.6368890897065,2513.7712539303625,2807.944865775188
1433,2706,Sn1F4,2,5,I4/mmm,139,30.0,36.0,4.468959518307066,3.1001000000000003,0,,4123.585576960714,2590.940364838336,2852.5210083617208
1434,2707,U2Sb4,2,6,P4/nmm,129,27.0,57.0,9.887910637219363,0.0,0.03597158833333225,,3066.678105855391,1652.454901692959,1844.6897155789477
1435,2713,Er1Ir1,2,2,Pm-3m,221,55.0,145.0,15.213734430718493,0.0,0,,3788.1212605391383,1901.3559550638802,2132.482253388601
1436,2715,Co4As8,2,12,P2_1/c,14,89.0,132.0,7.358315325887741,0.12380000000000013,0,,5836.243381716375,3477.809632127404,3849.8512044446056
1437,2716,Ti9Ni9,2,18,P-3,147,38.0,152.0,6.527047516761655,0.0,0.024763409444447326,,5572.103862636378,2412.867152060946,2725.645457175614
1438,2720,Nd2Pt4,2,6,Fd-3m,227,64.0,149.0,14.887503712903452,0.0,0,,3967.2203599748423,2073.3806713028966,2319.506266217443
1439,2723,Ir2O4,2,6,P4_2/mnm,136,104.0,270.0,11.302268550634716,0.0,0,,6012.8916140694655,3033.4291687206237,3401.131557553657
1440,2724,Tb1Sb1,2,2,Fm-3m,225,35.0,56.0,7.713228299890548,0.0,0,,3648.1439003563737,2130.1781672215916,2362.521893399832
1441,2725,Tb2Ir4,2,6,Fd-3m,227,89.0,186.0,16.460105589354892,0.0,0,,4302.045670360203,2325.298411414628,2595.2225269144337
1442,2726,Sr1Cu5,2,6,P6/mmm,191,30.0,83.0,6.972726232245254,0.0,0,,4199.848202820493,2074.2415061549723,2328.5685465192732
1443,2728,Mn1Ir1,2,2,P4/mmm,123,183.0,267.0,15.793715442264425,0.0,0,,5687.774532749752,3403.951710060194,3766.5323165869895
1444,2729,Sn14Os6,2,20,Im-3m,229,42.0,120.0,10.83472744550844,0.0,0.007815092500000453,,4030.2321645831453,1968.8636901628417,2211.620149781613
1445,2730,Hg1Te1,2,2,F-43m,216,12.0,36.0,7.377918959611609,0.0,0,,2654.715755123421,1275.3332504577675,1433.8713560839599
1446,2731,Ti1Ga3,2,4,I4/mmm,139,74.0,100.0,6.684291685114108,0.0,0,,5451.397404281358,3327.2709120801946,3674.4935710843038
1447,2732,P1Rh2,2,3,Fm-3m,225,84.0,235.0,9.132703373611768,0.0,0,,6163.785809275917,3032.77343240678,3405.351698770414
1448,2733,Al8Mo3,2,11,C2/m,12,104.0,141.0,5.003746842096971,0.0,0,,7475.595086958099,4558.993837288364,5035.177023858385
1449,2735,Pa1O1,2,2,Fm-3m,225,5.0,193.0,13.628251375032225,0.0,0.25007574999999704,,3827.6384048197174,605.7102658884528,692.90778236776
1450,2738,Dy4Ni4,2,8,Pnma,62,22.0,82.0,9.239548916496945,0.0,0,,3471.146295693807,1543.0711653374785,1741.2452616162002
1451,2739,Te4O8,2,12,P4_32_12,96,35.0,5.0,5.630384588042809,2.8141,0.011074446250004755,,3028.9154646755155,2493.2452012264116,2629.378567828045
1452,2740,Er1Co5,2,6,P6/mmm,191,36.0,140.0,9.362230545389439,0.0,0.013782513888888737,,4481.004685262204,1960.9277147514917,2214.1978766383168
1453,2741,Ca1F2,2,3,Fm-3m,225,38.0,77.0,3.0898325427141544,7.1148,0,,6427.613325599637,3506.9076290556427,3911.2756153416008
1454,2743,Li1Pd1,2,2,Pm-3m,221,27.0,73.0,6.954610681422346,0.0,0.017109539999999868,,3958.7575716177957,1970.3594922807483,2210.9663569885906
1455,2744,Li1Pd1,2,2,P-6m2,187,33.0,79.0,6.608909917780905,0.0,0,,4313.881578839602,2234.560172010158,2501.284629322262
1456,2746,Mo1C1,2,2,Fm-3m,225,144.0,335.0,8.514937992603507,0.0,0.2979230874999992,,7866.73976454967,4112.354081716129,4600.448134770912
1457,2747,Tb1Pd3,2,4,Pm-3m,221,57.0,126.0,11.198488097560643,0.0,0,,4246.934496920725,2256.0968100412533,2521.1053043141096
1458,2748,Ce1As1,2,2,Fm-3m,225,43.0,61.0,6.691140585878151,0.0,0,,4205.108131051269,2535.036112392412,2803.0635773327717
1459,2749,Ti2Be4,2,6,Fd-3m,227,106.0,124.0,3.293295530284812,0.0,0,,8975.355010290976,5673.323917850203,6241.937603402554
1460,2750,Cr8Te12,2,20,P-31c,163,26.0,41.0,6.3806020818469396,0.0,0.43382326125000414,,3443.4723310784325,2018.6259101858407,2237.9976879301357
1461,2752,Nb6Au2,2,8,Pm-3n,223,62.0,184.0,10.878019523989636,0.0,0.026561347500001276,,4950.996503170675,2387.3765724084146,2683.6245092417685
1462,2756,Ce1Ag1,2,2,Pm-3m,221,24.0,33.0,7.915178995229513,0.0,0.08258622000000138,,2865.494509158062,1741.3066179795635,1923.8795016700858
1463,2757,Cd1Au1,2,2,Pm-3m,221,13.0,88.0,13.044670623579611,0.0,0.0039248275000001165,,2841.5638666958816,998.2863142581562,1134.6115028139777
1464,2758,Sr1Se1,2,2,Fm-3m,225,27.0,41.0,4.416867059103357,2.231,0,,4175.060915139962,2472.434062231143,2738.545801874532
1465,2760,Nb6C5,2,11,C2/m,12,161.0,239.0,7.503639258849112,0.0,0,,7775.114130517415,4632.089739096814,5127.726805561423
1466,2762,Y2Ir4,2,6,Fd-3m,227,88.0,196.0,14.35964170161734,0.0,0,,4671.013989629597,2475.537641094927,2766.7756497625323
1467,2767,Ti1Ga1,2,2,P4/mmm,123,72.0,115.0,6.1976826619748895,0.0,0,,5834.476021469714,3408.4080354599323,3780.0091607259747
1468,2768,Ba4As2,2,6,I4/mmm,139,14.0,24.0,4.92999964092784,0.0,0.06979136679487263,,2941.691745580083,1685.1577965054926,1872.1155236861928
1469,2772,Zr4Al8,2,12,P6_3/mmc,194,87.0,113.0,4.520876075591449,0.0,0,,7116.7045945830405,4386.804952152013,4839.6499174844685
1470,2773,Be1Co1,2,2,Pm-3m,221,118.0,195.0,6.479698234093942,0.0,0,,7373.526287967021,4267.40255835233,4736.618107222777
1471,2775,Sr1Al4,2,5,I4/mmm,139,30.0,53.0,2.897180329040201,0.0,0,,5665.397152682252,3217.9023687301406,3577.496498950392
1472,2776,Ga2Au1,2,3,Fm-3m,225,12.0,73.0,9.25355713612018,0.0,0,,3101.20794732894,1138.7706558288455,1292.9839101858051
1473,2780,Fe3Se4,2,7,C2/m,12,51.0,88.0,7.002587151105192,0.0,0.14079741071428398,,4719.645432687053,2698.707566865734,2998.583841822092
1474,2781,Sc1Pd1,2,2,Pm-3m,221,38.0,114.0,6.873732773796324,0.0,0,,4894.291372208973,2351.2319585855194,2643.5162222039903
1475,2783,Ta4Si2,2,6,I4/mcm,140,112.0,215.0,13.274594634679467,0.0,0.0016131517708348753,,5238.616028043906,2904.680554743472,3235.5955612498656
1476,2784,Na2Te1,2,3,Fm-3m,225,15.0,10.0,2.926758652666577,2.0282,0,,3201.3339302894906,2263.8735949445204,2454.590801667351
1477,2786,Ca10Zn6,2,16,I4/mcm,140,11.0,27.0,2.7634368324693264,0.0,0,,3882.848971774944,1995.1317121379032,2234.4347506886184
1478,2793,Au2Se2,2,4,C2/m,12,6.0,9.0,8.22342138727393,0.2674000000000001,0,,1437.7144572616605,854.1799097707578,945.8253856969171
1479,2794,Fe10C4,2,14,C2/c,15,90.0,233.0,7.786991563766328,0.0,0.05813853714285777,,6732.619108601524,3399.667179862542,3811.5506895851295
1480,2795,Zr1C1,2,2,Fm-3m,225,159.0,221.0,6.502963945352748,0.0,0,,8159.465195415873,4944.733490248329,5464.690327108404
1481,2797,Y1Cu5,2,6,P6/mmm,191,42.0,109.0,7.5351859837452775,0.0,0,,4679.253336403052,2360.9003533304817,2647.0623857769983
1482,2800,U1Si3,2,4,Pm-3m,221,10.0,117.0,8.23384851389389,0.0,0,,3978.5128154171625,1102.0430592798598,1257.0870301671869
1483,2802,Hf1Ru1,2,2,Pm-3m,221,97.0,197.0,13.595489123903773,0.0,0,,4899.049008098746,2671.089552906558,2979.2359389042194
1484,2806,Yb1Sn1,2,2,P4/mmm,123,27.0,41.0,8.889744072640552,0.0,0,,2942.8989575388773,1742.7586739964297,1930.3343777499888
1485,2807,Sc1P1,2,2,Fm-3m,225,63.0,98.0,3.3553156178935803,0.0,0,,7364.511554992027,4333.148626592092,4802.420487313559
1486,2808,Zr1Rh1,2,2,Pm-3m,221,18.0,165.0,8.907802069911021,0.0,0.04603573750000578,,4606.156919747621,1421.513450220896,1619.3324099731035
1487,2809,Sb8S12,2,20,Pnma,62,9.0,16.0,4.27822529131503,1.2824,0,,2558.1377305519036,1450.4054711940753,1612.7269420682514
1488,2811,Mo8N8,2,16,P6_3mc,186,196.0,327.0,8.914411665745458,0.0,0,,8123.46417304185,4689.015763565784,5205.800469234045
1489,2812,Ho1Fe5,2,6,P6/mmm,191,68.0,100.0,8.67952695344448,0.0,0.0020542377777745813,,4686.661020082681,2799.0227494875326,3097.7861454872573
1490,2815,Mo2S4,2,6,P6_3/mmc,194,18.0,26.0,4.0533793006501675,1.4606,0,,3511.9661414195084,2107.306127012704,2331.178641940817
1491,2816,Nd4Tl2,2,6,P6_3/mmc,194,17.0,44.0,8.678745325442618,0.0,0.003784439999999556,,2771.4525025059966,1399.574394950592,1569.1306309751824
1492,2822,Tm1Se1,2,2,Fm-3m,225,22.0,80.0,8.991266834761554,0.0,0,,3486.994689933652,1564.231031251909,1764.440737264195
1493,2823,Nd1P1,2,2,Fm-3m,225,51.0,77.0,5.681929035272099,0.0,0,,5051.386954845373,2995.9681039341217,3317.949884632717
1494,2824,Al4Pd8,2,12,Pnma,62,51.0,158.0,8.982675869546812,0.0,0,,5015.740051527009,2382.770549053242,2680.525198965983
1495,2825,Er1Pd3,2,4,Pm-3m,221,45.0,134.0,11.638337676878932,0.0,0,,4082.6166058696413,1966.3498075637983,2210.489343635299
1496,2826,Lu4S6,2,10,R-3c,167,31.0,77.0,6.1989900834397025,2.5673,0,,4368.92023173769,2236.25011604828,2505.0840139551888
1497,2827,Y1Co5,2,6,P6/mmm,191,46.0,148.0,7.64761425554262,0.0,0.10453133416666738,,5231.669508192875,2452.539037238204,2760.843301283364
1498,2828,Hf1N1,2,2,Fm-3m,225,156.0,266.0,13.68399702743658,0.0,0,,5885.167959487711,3376.414942474395,3750.5211085100273
1499,2831,Fe1Pd1,2,2,P4/mmm,123,76.0,162.0,9.670923150072896,0.0,0,,5217.927746675508,2803.320997824563,3130.1093010021636
1500,2838,U1Ni5,2,6,F-43m,216,91.0,207.0,11.416683595356513,0.0,0,,5362.501702854373,2823.2589503231065,3156.8392034464
