,mpID,Chemical Formula,no. of elements,Total no. of atoms,Space Group,Space Group Number,Shear_Modulus,Bulk_Modulus,density,band-gap,stability,icsd_ID,v_L,v_T,v
575,1055,Cd1Se1,2,2,Fm-3m,225,26.0,59.0,6.69351082218614,0.0,0.14570799999999995,,3740.6360481453753,1970.8777610083453,2203.6311732826284
576,1056,Tb16O24,2,40,Ia-3,206,61.0,140.0,7.837169614720646,3.9006,0,,5314.028014935084,2789.8785286361012,3120.1092745620936
577,1057,Al3Ni2,2,5,P-3m1,164,86.0,130.0,4.7677988308561146,0.0,0,,7163.132711014508,4247.078264932665,4703.661393324422
578,1058,Pd2F4,2,6,P4_2/mnm,136,18.0,94.0,5.61688350627687,0.0,0.02558188111111015,,4583.341883509491,1790.1463781753112,2029.2514434427608
579,1059,Nd1Cd1,2,2,Pm-3m,221,20.0,52.0,7.382971943159861,0.0,0,,3264.084266021641,1645.884626990096,1845.4478266080232
580,1061,Pr2Pt4,2,6,Fd-3m,227,62.0,146.0,14.6350563298325,0.0,0,,3952.615823078149,2058.252471481351,2303.1370868934064
581,1062,Ce1Mg1,2,2,Pm-3m,221,21.0,68.0,4.826656481611203,0.0,0.1020018825000002,,4459.606984176672,2085.866225399125,2348.3369713619372
582,1066,Yb1N1,2,2,Fm-3m,225,30.0,94.0,10.384600888468093,0.0,0.32143852250000116,,3592.041028722814,1699.674357507223,1912.4520408876838
583,1067,Li2Al2,2,4,Fd-3m,227,40.0,50.0,1.7546284105328205,0.0,0,,7673.6081831171905,4774.604655055765,5262.2459770929545
584,1068,Cu4S8,2,12,Pa-3,205,35.0,77.0,4.34761156547691,0.0,0.0037489241666666118,,5333.109161569222,2837.3221893393825,3170.2737703962885
585,1069,Hf2Si4,2,6,Cmcm,63,94.0,132.0,7.923770341067673,0.0,0,,5698.435555867463,3444.2763291027927,3807.450736910406
586,1070,Cd2Se2,2,4,P6_3mc,186,15.0,44.0,5.301028239964859,0.5718000000000001,0.0011530650000000087,,3474.505174371149,1682.1532949778862,1890.485143823558
587,1073,Ca1Cd1,2,2,Pm-3m,221,15.0,31.0,4.408705705666037,0.0,0,,3401.0126195174644,1844.5484827569107,2058.1513221354207
588,1075,Sm1Ni5,2,6,P6/mmm,191,69.0,125.0,8.896440800872654,0.0,1.0205451354166675,,4938.541453125874,2784.943564079011,3098.0073651775283
589,1076,K1B6,2,7,Pm-3m,221,107.0,137.0,2.288806549650383,0.0,0,,11053.202182622226,6837.342652498755,7540.355675935604
590,1077,B4Ru2,2,6,Pmmn,59,168.0,286.0,7.46794572444053,0.0,0,,8263.435977408733,4743.010263174502,5268.329201279709
591,1078,Ca4Cd8,2,12,P6_3/mmc,194,23.0,40.0,5.6587790196784935,0.0,0.010433109166666288,,3533.6405993764515,2016.0558111840764,2240.50168099264
592,1081,V3S4,2,7,C2/m,12,70.0,98.0,4.297379183484534,0.0,0.020340283571428586,,6672.168384094873,4035.9630554240207,4461.181175327734
593,1082,V1Ir3,2,4,Pm-3m,221,215.0,320.0,18.414337412934945,0.0,0.02248850999999874,,5739.464378174485,3416.970124353144,3782.8384191058417
594,1084,Zr1B12,2,13,Fm-3m,225,201.0,233.0,3.608852708805532,0.0,0.015870875128205064,,11781.6262854252,7463.0001459873765,8209.025312660578
595,1086,Ta1C1,2,2,Fm-3m,225,215.0,324.0,14.234280745831978,0.0,0,,6549.510733325996,3886.4355166230166,4303.914928845241
596,1087,Sr1S1,2,2,Fm-3m,225,32.0,47.0,3.5660521084187815,2.5006000000000004,0,,5014.132856151177,2995.5815473271314,3315.220623928497
597,1089,Ti1Ir3,2,4,Pm-3m,221,162.0,294.0,17.774770707590932,0.0,0,,5356.2407742397945,3018.9471043990566,3358.4572813887667
598,1090,Fe2Se2,2,4,P6_3/mmc,194,38.0,64.0,7.095137588303637,0.0,0.3420376625000001,,4019.8902344148887,2314.2559419384415,2569.9054421958717
599,1093,Th1Ge1,2,2,Fm-3m,225,41.0,79.0,8.972931761455545,0.0,0,,3859.42115661339,2137.591657574881,2381.322321181444
600,1096,Ce1S1,2,2,Fm-3m,225,52.0,87.0,6.232433197141547,0.0,0,,5008.098943898405,2888.5032180998537,3207.070584573238
601,1097,Ta2B2,2,4,Cmcm,63,213.0,266.0,13.98092197016507,0.0,0,,6271.7018645309945,3903.2098025368246,4301.748459922937
602,1099,Ni4Ge4,2,8,Pnma,62,62.0,136.0,7.985962530538236,0.0,0,,5232.474664824227,2786.3278166924524,3113.0958848383066
603,1100,Yb1C2,2,3,I4/mmm,139,8.0,64.0,6.992806019227157,1.0344,0.06110510259259261,,3267.607512602624,1069.5947263555008,1217.3057419017332
604,1101,Tm1As1,2,2,Fm-3m,225,55.0,80.0,8.515822205843007,0.0,0,,4243.058610779816,2541.3708954224535,2811.8531608666253
605,1102,Lu1N1,2,2,Fm-3m,225,145.0,179.0,11.663423142014063,0.24880000000000058,0,,5649.691749756384,3525.908072561216,3884.75374114857
606,1104,La1Mg1,2,2,Pm-3m,221,21.0,35.0,4.344018551595521,0.0,0,,3808.0295540050674,2198.689040871263,2440.949752164216
607,1105,Ba1O2,2,3,I4/mmm,139,35.0,67.0,5.391926512240292,2.2375999999999996,0,,4591.158550709171,2547.780679622715,2837.852046568425
608,1108,Ta1B2,2,3,P6/mmm,191,200.0,302.0,12.117551936282075,0.0,0,,6850.085351136307,4062.6326355837596,4499.265307476869
609,1111,Mn10Si6,2,16,P6_3/mcm,193,46.0,148.0,6.046788634137246,0.0,0.024547760625001303,,5883.56958463807,2758.141366161438,3104.8623447772106
610,1113,B2W4,2,6,I4/mcm,140,152.0,330.0,16.759719143418597,0.0,0,,5637.333603798261,3011.538542149499,3363.9592419129326
611,1114,V2P2,2,4,P6_3/mmc,194,112.0,171.0,5.074561577336481,0.0,0,,7944.681553992614,4697.964686036472,5204.320768479052
612,1115,Pt1Se2,2,3,P-3m1,164,11.0,18.0,7.821289696166037,0.6280000000000001,0,,2043.5668511489503,1185.9248146708987,1316.0041914790256
613,1118,Si4Ni8,2,12,Pnma,62,64.0,193.0,7.347406529168177,0.0,0,,6154.587227174824,2951.3651994836973,3318.5655790033197
614,1120,Mo6Ir2,2,8,Pm-3n,223,108.0,288.0,12.732657686542922,0.0,0.06501225000000055,,5824.575047571859,2912.408876684029,3267.1721605005478
615,1121,Ga1Co1,2,2,Pm-3m,221,67.0,176.0,8.876587277240395,0.0,0,,5467.069746910784,2747.3525144356026,3081.0971709306664
616,1123,Hg1S1,2,2,F-43m,216,15.0,50.0,7.128031812764925,0.0,0,,3133.6370565416587,1450.6438958049346,1633.9905461684689
617,1124,Mg4Zn8,2,12,P6_3/mmc,194,27.0,64.0,5.108719770503642,0.0,0.0035227924999998717,,4424.094707393578,2298.930497410828,2572.8057053866955
618,1125,Li8S4,2,12,Pnma,62,26.0,31.0,1.7485754230927366,3.8991,0.05555031833333324,,6127.758482854694,3856.066269882176,4244.659906856451
619,1127,Sm2Pt4,2,6,Fd-3m,227,69.0,154.0,15.32305490213322,0.0,0,,4006.586943147737,2122.031696164014,2371.787254768297
620,1128,Si4Ir4,2,8,Pnma,62,87.0,215.0,12.711201477236408,0.0,0,,5102.719197991562,2616.1721916465776,2930.3736204431248
621,1129,Sc1Ir1,2,2,Pm-3m,221,75.0,166.0,11.659870823993195,0.0,0,,4776.1014073069755,2536.201541499998,2834.1902499726857
622,1132,Cd1O1,2,2,Fm-3m,225,45.0,126.0,7.791435374996004,0.0,0,,4885.738552384225,2403.2420840309983,2698.525691577941
623,1135,Nb1Pd3,2,4,I4/mmm,139,84.0,200.0,10.868952677236411,0.0,0.002566588333333897,,5357.521957250945,2780.0063895416965,3111.4833399145814
624,1136,Na6As2,2,8,P6_3/mmc,194,14.0,22.0,2.3390549059083634,0.09410000000000007,0.001099997499999894,,4169.405738824553,2446.4920546366616,2712.126826987527
625,1138,Li1F1,2,2,Fm-3m,225,51.0,70.0,2.5304301553664272,8.7164,0,,7384.406812714814,4489.3959538905665,4959.874358997957
626,1139,Co6Mo2,2,8,P6_3/mmc,194,133.0,260.0,9.788205406403753,0.0,0,,6683.943023774873,3686.160858398283,4107.831093286403
627,1140,Nd1Cu5,2,6,P6/mmm,191,27.0,106.0,8.263727415055769,0.0,0,,4145.170676973762,1807.564862627824,2041.3155486652458
628,1143,Al4O6,2,10,R-3c,167,147.0,232.0,3.8734982774201856,5.853700000000001,0,,10511.031538214438,6160.372646016711,6829.984181336082
629,1145,Ti1B2,2,3,P6/mmm,191,253.0,253.0,4.48742509138872,0.0,0,,11468.82758812698,7508.646430328203,8227.173900434205
630,1146,Th4S8,2,12,Pnma,62,34.0,90.0,7.267713444820747,1.0319000000000003,0,,4315.0447720720085,2162.920519735043,2426.0359742026108
631,1147,Ti6O10,2,16,C2/m,12,76.0,171.0,4.187247707142454,0.0,0,,8064.285106371259,4260.322437604124,4762.578791921731
632,1150,U1Rh3,2,4,Pm-3m,221,76.0,217.0,13.860215564271295,0.0,0,,4792.242479535733,2341.64903464386,2630.3365670915546
633,1152,Ti1Rh3,2,4,Pm-3m,221,129.0,230.0,10.282251751785296,0.0,0,,6252.384555347062,3542.017794339172,3938.6937787114157
634,1153,Li2S1,2,3,Fm-3m,225,33.0,40.0,1.6295510137295217,3.4112,0,,7179.219384702484,4500.108547471291,4955.739196731659
635,1156,Ga1Sb1,2,2,F-43m,216,30.0,45.0,5.287673679086398,0.0,0,,4009.1434130108255,2381.9262173283955,2637.4844857999365
636,1157,Ta1Ni2,2,3,I4/mmm,139,76.0,214.0,12.494271146254423,0.0,0.002502421999997395,,5023.565065035414,2466.330835903837,2769.661848364522
637,1158,Lu1Pd3,2,4,Pm-3m,221,51.0,138.0,12.069838849883187,0.0,0,,4131.092825762789,2055.5798518537185,2306.62936665991
638,1159,Zr4Fe2,2,6,I4/mcm,140,32.0,124.0,7.001339624468398,0.0,0.0015896754999999985,,4878.877393170894,2137.885376260033,2413.8815692155995
639,1164,Th1C1,2,2,Fm-3m,225,73.0,139.0,10.558533761622854,0.0,0,,4730.840702910575,2629.417951344552,2928.421355865245
640,1168,Hf2Te10,2,12,Cmcm,63,7.0,12.0,6.1321945026126405,0.04300000000000015,0,,1865.0807821110716,1068.4176633426498,1186.9519320900642
641,1169,Sc1Cu1,2,2,Pm-3m,221,43.0,81.0,5.222540409994783,0.0,0,,5146.358256215954,2869.414729009576,3194.907707418656
642,1170,Sn1S2,2,3,P-3m1,164,10.0,15.0,3.6700886225908764,1.5577,0,,2778.33756911866,1650.6755719926432,1827.7775342128266
643,1172,Mg1Rh1,2,2,Pm-3m,221,58.0,115.0,6.91166344547926,0.0,0,,5274.899130181023,2896.827972546103,3229.2525384970418
644,1174,Mg1Sc1,2,2,Pm-3m,221,27.0,48.0,2.4718005361673745,0.0,0.00038322600000029183,,5829.209512690739,3305.0282121123864,3674.908916113177
645,1176,Tb1Te1,2,2,Fm-3m,225,20.0,62.0,8.047175355123182,0.0,0.0021960799999991565,,3319.266562163571,1576.4974234141312,1773.5189123919056
646,1179,Dy1Ni5,2,6,P6/mmm,191,70.0,147.0,9.360103659811411,0.0,0,,5066.938026771024,2734.693704136481,3052.4698114627768
647,1180,Mn1Pt3,2,4,Pm-3m,221,92.0,217.0,17.432671226513627,0.0,0,,4413.924384179833,2297.2694852749814,2570.68015105757
648,1185,V1Rh3,2,4,Pm-3m,221,157.0,251.0,10.740569062470415,0.0,0.014949089999999998,,6546.329754467154,3823.280662294769,4240.211775383072
649,1186,Zr1S2,2,3,P-3m1,164,13.0,18.0,3.3074691799414637,1.0477000000000003,0,,3268.268810081496,1982.5482840564089,2190.805636150657
650,1187,Th2Ir4,2,6,Fd-3m,227,67.0,201.0,17.829297995388984,0.0,0,,4035.1959034179695,1938.5199706627923,2179.4995515829105
651,1189,Pr2Al4,2,6,Fd-3m,227,46.0,69.0,4.88872932071022,0.0,0,,5163.024752613857,3067.4742088437224,3396.585316998938
652,1190,Zn1Se1,2,2,F-43m,216,28.0,58.0,5.0642638033254705,1.1693,0,,4338.533635240215,2351.3693637190636,2623.79870509604
653,1194,Cd1Pt1,2,2,P4/mmm,123,48.0,137.0,14.473748002726392,0.0,0,,3726.4065894981172,1821.0845723591067,2045.5801498762203
654,1199,Ho1Mg1,2,2,Pm-3m,221,16.0,46.0,5.839349175964766,0.0,0,,3395.5930352133123,1655.3040153601346,1859.6164160780531
655,1200,Tb1Co5,2,6,P6/mmm,191,46.0,148.0,9.060572229106237,0.0,0.05833737749999912,,4806.461576166585,2253.20705523806,2536.4536570789373
656,1201,Sb2Te3,2,5,R-3m,166,13.0,18.0,6.1216549324856775,0.008900000000000574,0,,2402.3221722281273,1457.260701938032,1610.3390745379681
657,1203,Ti5O5,2,10,C2/m,12,106.0,195.0,4.873947630845322,0.0,0.042740432999998745,,8306.569689410608,4663.50560830967,5189.626973924058
658,1208,Er2Al4,2,6,Fd-3m,227,61.0,82.0,6.140750291053052,0.0,0,,5157.030021098792,3151.7676876412265,3480.2048333764883
659,1209,Rb1Au5,2,6,P6/mmm,191,22.0,63.0,12.948855767946977,0.0,0,,2670.2155052027438,1303.4538034889422,1464.229105910313
660,1210,Th1Cd2,2,3,P6/mmm,191,36.0,65.0,9.777058074325303,0.0,0,,3399.4766557412686,1918.8770689663302,2134.4147339484916
661,1211,Sc1Cd1,2,2,Pm-3m,221,30.0,67.0,5.855860228538358,0.0,0,,4274.410644404041,2263.420662974006,2529.852738548808
662,1214,V2S2,2,4,P6_3/mmc,194,72.0,118.0,4.952399549178815,0.0,0.4117256178125004,,6573.1674299285005,3812.9262968172347,4231.3109719000795
663,1215,Ti2O1,2,3,P-3m1,164,106.0,184.0,5.012926886778068,0.0,0,,8055.546544574916,4598.405303926432,5110.109840876035
664,1216,Yb1O1,2,2,Fm-3m,225,89.0,128.0,11.722991293840387,3.4728000000000003,0,,4586.800945407531,2755.343711944297,3047.7265821044266
665,1219,Ba1Ga2,2,3,P6/mmm,191,24.0,35.0,5.173339621985826,0.0,0,,3598.537035357165,2153.873166740224,2383.2702481781216
666,1220,Be5Au1,2,6,F-43m,216,120.0,138.0,7.0149582394572585,0.0,0,,6517.280869547334,4135.976647937778,4548.4707940242215
667,1221,V6Ge2,2,8,Pm-3n,223,54.0,184.0,6.91631301723098,0.0,0,,6083.694451095725,2794.213327573988,3148.5319017142633
668,1222,Cr3Si6,2,9,P6_222,180,156.0,196.0,5.020764821222088,0.3863000000000003,0.012953194444444094,,8969.6973920197,5574.133421435153,6144.249578628873
669,1224,Hg4O4,2,8,Pnma,62,10.0,24.0,9.849066332352885,1.1911,0,,1946.8453929692462,1007.6332009184907,1127.967100461969
670,1229,Cu2F4,2,6,P2_1/c,14,21.0,59.0,4.753942898564431,0.0,0,,4277.747769499992,2101.7577954379376,2360.1506768210497
671,1232,Mo6Pt2,2,8,Pm-3n,223,85.0,266.0,12.666325510750621,0.0,0.04683787749999979,,5472.288198161084,2590.5032440995988,2914.736956631484
672,1233,Cu12Sn10,2,22,C2/c,15,37.0,81.0,8.061011067952046,0.0,0.00807383136363704,,4020.799740143806,2142.4273472779623,2393.57764684029
673,1234,Lu2Al4,2,6,Fd-3m,227,61.0,82.0,6.502480435393768,0.0,0,,5011.535963584257,3062.8476178836295,3382.0186457594586
674,1235,Ti1Ir1,2,2,P4/mmm,123,81.0,228.0,13.171719999335542,0.0,0,,5050.460091086148,2479.826315925728,2784.798842220061
675,1239,Sb12Ir4,2,16,Im-3,204,60.0,99.0,8.931919285383893,0.05399999999999938,0,,4476.409996844448,2591.810412335895,2876.680533353571
676,1240,Ho1S1,2,2,Fm-3m,225,38.0,98.0,7.901025904314993,0.0,0,,4337.570604306736,2193.0576859871217,2458.566503435102
677,1245,Sr2N1,2,3,R-3m,166,23.0,26.0,3.493077130757858,0.0,0,,4027.451923757881,2566.018778619855,2820.664855809627
678,1247,Sb8Ir4,2,12,P2_1/c,14,72.0,118.0,10.568844098845215,0.4529999999999994,0,,4499.546936988274,2610.072088182402,2896.47001969435
679,1249,Mg2F4,2,6,P4_2/mnm,136,52.0,95.0,3.034475954907008,6.824,0,,7358.648810749388,4139.613757158363,4605.8783954522405
680,1250,Lu4In2,2,6,P6_3/mmc,194,32.0,59.0,9.662458302195873,0.0,0,,3243.565646804841,1819.8314777537696,2025.2458147003567
681,1251,V1Rh1,2,2,P4/mmm,123,96.0,233.0,9.269430528003854,0.0,0.025614112499999564,,6240.333852069179,3218.1707972299673,3603.33217657731
682,1252,Zr1Be2,2,3,P6/mmm,191,94.0,119.0,4.429202615321962,0.0,0.028948296666666096,,7426.783046377175,4606.8190384013105,5078.998131120004
683,1253,Ba1Se1,2,2,Fm-3m,225,21.0,36.0,4.805293948464448,1.9606999999999999,0,,3649.272173331257,2090.497572935552,2322.42521038747
684,1256,Ho1Ga2,2,3,P6/mmm,191,53.0,75.0,8.075986568890755,0.0,0,,4246.742804341116,2561.7700314222197,2832.445403259463
685,1259,Yb1Al3,2,4,Pm-3m,221,54.0,59.0,5.333926248796315,0.0,0.1031194124999999,,4955.440951627209,3181.803657074566,3494.428150047687
686,1260,Sr1Pd5,2,6,P6/mmm,191,47.0,108.0,8.926366560129399,0.0,0,,4372.37155431229,2294.6242047372334,2566.299498352047
687,1261,Eu1Zn1,2,2,Pm-3m,221,23.0,37.0,6.756536733040723,0.0,0,,3164.468057409912,1845.023265381119,2046.5381206137567
688,1263,U1Ru3,2,4,Pm-3m,221,92.0,250.0,14.031027099326339,0.0,0,,5153.445326985766,2560.643871378427,2873.613974260994
689,1264,Cd1Au3,2,4,Pm-3m,221,15.0,117.0,15.585401676425104,0.0,0,,2964.7860499904555,981.0398067356235,1116.309632302035
690,1265,Mg1O1,2,2,Fm-3m,225,119.0,151.0,3.4714309124838625,4.444899999999999,0,,9444.199426802968,5854.896435752979,6455.388145966359
691,1266,Na2Se1,2,3,Fm-3m,225,15.0,26.0,2.5779426342402596,2.0162,0,,4223.949206477356,2412.1760717447987,2680.5063108980826
692,1269,Sm1S1,2,2,Fm-3m,225,40.0,91.0,6.644773834247281,0.0,0,,4660.399621294137,2453.521645989463,2743.4229443335694
693,1272,Cr6Ru2,2,8,Pm-3n,223,96.0,264.0,8.586720150124078,0.0,0.08673942499999931,,6756.342418640587,3343.6588622053455,3753.1961815375876
694,1274,Co2S2,2,4,P6_3/mmc,194,49.0,160.0,6.06326060470988,0.0,0.1848561677083218,,6095.984619223444,2842.790938880311,3200.9681080681585
695,1275,Si2Mo6,2,8,Pm-3n,223,127.0,252.0,8.81246113129718,0.0,0,,6914.208687763709,3796.236436416333,4231.945165016182
696,1278,Zr4Si2,2,6,I4/mcm,140,87.0,126.0,5.972090645415905,0.0,0,,6365.293949752546,3816.7738745732813,4222.537442138531
697,1279,Ta3N3,2,6,P-62m,189,182.0,307.0,13.99558877075104,0.0,0,,6266.573617955536,3606.1194423502484,4004.627811671892
698,1280,Er1Te1,2,2,Fm-3m,225,18.0,63.0,8.590622033136748,0.0,0,,3182.2357057015734,1447.5179128909888,1631.788687079013
699,1281,V1Ir1,2,2,P4/mmm,123,123.0,274.0,14.484502255667598,0.0,0.028435550000001086,,5498.762216695294,2914.075286986937,3256.9173588406866
700,1282,V1C1,2,2,Fm-3m,225,204.0,307.0,5.800035753052947,0.0,0.08783259555555745,,9990.758068129568,5930.61522781951,6567.452495468546
701,1285,Pt2O4,2,6,Pnnm,58,87.0,204.0,11.24971596778383,0.6039000000000003,0,,5333.1589855701395,2780.9222542372927,3111.5084817471193
702,1291,Er1In3,2,4,Pm-3m,221,20.0,54.0,8.536886206518208,0.0,0,,3073.8265862870444,1530.6124853643885,1717.4746445302792
703,1294,Y2Co4,2,6,Fd-3m,227,29.0,115.0,7.581892662181067,0.0,0,,4501.812046749573,1955.7357883529469,2208.975615907018
704,1296,Er1B6,2,7,Pm-3m,221,56.0,175.0,5.648325104640146,0.0,0.06416806258929153,,6648.201939518326,3148.7209274287875,3542.7342039158248
705,1299,Si1Pt2,2,3,I4/mmm,139,67.0,203.0,14.62301721921858,0.0,0,,4470.993964829544,2140.5181055094054,2407.040141787063
706,1302,Pr1O2,2,3,Fm-3m,225,162.0,120.0,6.1203984048358455,0.0,0.08435696791666558,,7408.749152761178,5144.790097094157,5593.120623028486
707,1306,Th2Al6,2,8,P6_3/mmc,194,40.0,89.0,6.0897049624259445,0.0,0,,4834.313844301166,2562.9012303384748,2864.353864996637
708,1307,Li2Ga2,2,4,Fd-3m,227,29.0,34.0,4.154637209713057,0.0,0,,4181.885886046146,2641.9977641283667,2906.96348872195
709,1314,Li96Si56,2,152,Pnma,62,32.0,36.0,1.5518017318225028,0.0,0,,7119.472426158082,4541.056161351376,4991.0684818194895
710,1315,Mg1S1,2,2,Fm-3m,225,52.0,74.0,2.6187871094249178,2.7919,0,,7397.708969893065,4456.065588525164,4927.596620521836
711,1317,Co4Sb12,2,16,Im-3,204,57.0,85.0,7.440822212197162,0.1651000000000007,0,,4651.326720930869,2767.7506659049877,3064.252347549914
712,1319,Zr2Te2,2,4,P6_3/mmc,194,33.0,68.0,7.371979241178034,0.0,0.27327376000000037,,3897.585325751935,2115.752769970999,2360.6058935362903
713,1320,Ce4Se8,2,12,P2_1/c,14,21.0,68.0,6.701393762317591,0.0,0.009911437500000453,,3784.7501402884423,1770.2193303609542,1992.9712927451565
714,1321,Cd8Sb8,2,16,Pbca,61,18.0,39.0,6.394263831354207,0.1367999999999996,0,,3138.732593580679,1677.803039267938,1874.0621899910977
715,1326,Nb6Sn2,2,8,Pm-3n,223,22.0,164.0,8.694217982624469,0.0,0,,4715.523030786812,1590.7285584879812,1809.4259981768205
716,1327,Nd1Mg1,2,2,Pm-3m,221,23.0,38.0,4.772306193375433,0.0,0,,3793.0152312620476,2195.329775359353,2436.7005424652084
717,1328,Sr2Rh4,2,6,Fd-3m,227,34.0,126.0,8.276096848650534,0.0,0,,4549.815498166179,2026.8736483709647,2286.9772515280233
718,1329,La2Te4,2,6,P4/nmm,129,22.0,49.0,6.775213739824588,0.0,0.004837268333327316,,3400.0983060401677,1801.979475701162,2013.9758199636044
719,1330,Al1N1,2,2,Fm-3m,225,217.0,255.0,4.041045504420838,4.417499999999999,0.1720087149999996,,11605.309770837117,7327.958421341493,8063.364741981994
720,1331,Y1Cd2,2,3,P6/mmm,191,32.0,56.0,6.97286442481254,0.0,0,,3761.4573420022675,2142.2461873270636,2381.0971101055075
721,1332,Si6Mo10,2,16,I4/mcm,140,120.0,241.0,8.079854591855021,0.0,0,,7044.476944698761,3853.7971432739037,4297.294106562179
722,1334,Y2C1,2,3,R-3m,166,32.0,61.0,4.535817843795815,0.0,0,,4780.457046238861,2656.1169088638494,2958.2336371521983
723,1335,V1Fe1,2,2,Pm-3m,221,61.0,196.0,7.387052021830514,0.0,0.020631605624998883,,6127.023355555608,2873.62000758326,3234.7830473786767
724,1336,Pd2O2,2,4,P4_2/mmc,131,34.0,159.0,7.793970859054328,0.0,0,,5120.096857711441,2088.623065032948,2364.423685165669
725,1339,Nb1Ir3,2,4,Pm-3m,221,204.0,313.0,18.297114191704217,0.0,0.008119157499990592,,5654.072738178819,3339.0566281693436,3699.401675255662
726,1340,Ga4Se6,2,10,Cc,9,19.0,28.0,4.767617677295064,1.0376,0,,3344.4358145517617,1996.3013009457327,2209.500725231776
727,1341,Te4Rh6,2,10,Cmcm,63,49.0,147.0,10.119713395915019,0.0,0.004618608999996887,,4580.45138517991,2200.462306501697,2474.004228379104
728,1342,Ba1O1,2,2,Fm-3m,225,38.0,68.0,5.753122949285336,2.0906000000000002,0,,4541.395905486012,2570.0405201282997,2858.1121429448076
729,1343,Nd2Ni4,2,6,Fd-3m,227,38.0,108.0,8.923883836514038,0.0,0.0010897122222219835,,4216.465574248492,2063.5492767567903,2317.750155584794
730,1345,Ca6P6,2,12,P-62m,189,33.0,49.0,2.4336083454749575,0.3895999999999997,0,,6181.451209210177,3682.405638930176,4076.4518400765533
731,1346,B12O2,2,14,R-3m,166,207.0,227.0,2.5960680604276702,1.9306999999999999,0,,13918.61960826058,8929.499878497636,9807.807069036282
732,1347,Th6P8,2,14,I-43d,220,58.0,108.0,8.426089577080791,0.2621000000000002,0,,4689.656995663624,2623.620169184347,2920.441039994787
733,1349,Sr2Pt4,2,6,Fd-3m,227,50.0,118.0,12.907233029362878,0.0,0,,3782.3183568970644,1968.1963709160234,2202.467850334358
734,1352,Zr1N1,2,2,Fm-3m,225,142.0,247.0,7.098978178916372,0.0,0,,7839.488329884512,4472.457801205033,4970.393929312671
735,1356,Sb8Pd4,2,12,Pa-3,205,28.0,84.0,8.215815422975673,0.0,0,,3842.802134695507,1846.093438760423,2075.583375366747
736,1357,P12Rh4,2,16,Im-3,204,96.0,151.0,4.965351785384244,0.0,0,,7495.527174711007,4397.04191028246,4874.577601284465
737,1358,Dy2Ir4,2,6,Fd-3m,227,89.0,191.0,16.66565200583058,0.0,0,,4310.377141781857,2310.9143465574184,2580.6882166687546
738,1359,Nb1Ir1,2,2,P4/mmm,123,105.0,259.0,14.605159872379302,0.0,0,,5226.539553174881,2681.2758213329025,3003.181436894571
739,1361,Ir8Se16,2,24,Pnma,62,54.0,106.0,9.542949847581331,0.06020000000000003,0,,4318.637192502718,2378.787015185156,2651.1543044924338
740,1364,Y4Ni4,2,8,Pnma,62,24.0,78.0,6.058788992502846,0.0,0,,4260.7655299036005,1990.273254698688,2240.8568238828207
741,1367,Mg2Si1,2,3,Fm-3m,225,45.0,53.0,1.9753703641066231,0.23609999999999953,0,,7562.861166861082,4772.896204655979,5252.197417323382
742,1371,Sn12Pd4,2,16,Cmce,64,25.0,64.0,8.104936916183984,0.0,0.0011537710937501444,,3465.2724573833043,1756.2857794199929,1968.6244554364253
743,1373,Nb6Ge2,2,8,Pm-3n,223,44.0,172.0,8.418834038035918,0.0,0.05174139187499982,,5234.228022931378,2286.127059182362,2581.5993018603954
744,1377,Th1Cu2,2,3,P6/mmm,191,30.0,50.0,10.277717055969447,0.0,0,,2959.0261090186373,1708.4894392977064,1896.7379226559954
745,1378,Li2C2,2,4,Immm,71,29.0,42.0,1.3269251198136387,3.2822,0.01581414611111054,,7796.46663076734,4674.937306147815,5171.932743076485
746,1380,Zn6Ru2,2,8,I4/mmm,139,58.0,138.0,8.797160122435175,0.0,0,,4947.261721204038,2567.6909377784427,2873.8107321958164
747,1383,U2Co4,2,6,Fd-3m,227,86.0,230.0,14.304889622291077,0.0,0,,4908.3929665241685,2451.9238048624775,2750.7514235712047
748,1385,Ce2Zn4,2,6,Imma,74,26.0,53.0,7.1591828801890935,0.0,0,,3499.1620091206537,1905.7018067337303,2125.728307667251
749,1387,Al2V6,2,8,Pm-3n,223,10.0,159.0,5.367846606817557,0.0,0,,5666.049908321905,1364.8972275183032,1558.7940245779455
750,1388,Dy2Rh4,2,6,Fd-3m,227,60.0,158.0,11.331019291416155,0.0,0,,4582.8510332475025,2301.1299010812013,2580.7935481101485
751,1391,Ag2F1,2,3,P-3m1,164,23.0,74.0,8.30967878169526,0.0,0,,3548.9196961411926,1663.6876777440616,1872.8268657958984
752,1393,Sn8Au2,2,10,Ccce,68,11.0,51.0,8.448028377342812,0.0,0,,2787.9352203628364,1141.0867449810191,1291.6234758480036
753,1394,Rb2O1,2,3,Fm-3m,225,8.0,23.0,3.8173909109920885,1.3243,0.00317382666666699,,2969.610851275149,1447.643670839365,1626.3247799512667
754,1395,V1Ru1,2,2,Pm-3m,221,76.0,252.0,9.212888715259528,0.0,0,,6192.682625824699,2872.161679424812,3234.8850005980225
755,1399,Al4Au4,2,8,P2_1/m,11,31.0,104.0,10.542351931204337,0.0,0,,3712.7732154888376,1714.7945395739005,1931.7363252295534
